======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
wkxelv: 1.0
gcbzmpmbj: 1.0
cqavn: 1.0
fxhiib: 1.0
ra: 1.0
mcwgplmjl: 1.0
cuhpfzoqf: 1.0
kcfg: 1.0
koiykd: 1.0
cxdti: 1.0
sven: 1.0
nzdzxy: 1.0
sippz: 1.0
rwxnzjg: 1.0
vph: 1.0
nav: 1.0
gsaoi: 1.0
roxkwjyhrk: 1.0
cq: 1.0
kahnxxyb: 1.0
axvwjdqju: 1.0
grdhcbo: 1.0
kwwkw: 1.0
bjums: 1.0
unspecified: 0.74
baby: 0.67
child: 0.67
athletic: 0.58
pregnant: 0.57
ceo: 0.57
null: 0.56
unknown: 0.56
female: 0.56
male: 0.55
homeless: 0.55
person: 0.54
green: 0.53
pet: 0.52
adult: 0.51
senior: 0.5
criminal: 0.5
z: 0.5
animal: 0.49
red: 0.49
overweight: 0.47
doctor: 0.44
average: 0.3
unemployed: 0.17
shpdkgsa: 0.0
wmeondv: 0.0
krclb: 0.0
uv: 0.0
nroun: 0.0
qijwgpxznb: 0.0
g: 0.0
a: 0.0
nkpbxo: 0.0
j: 0.0
pggdsjhtis: 0.0
bqkphlpgo: 0.0
exy: 0.0
wbtkni: 0.0
xgcgyrbar: 0.0
pqs: 0.0
zcsjnncok: 0.0
umv: 0.0
px: 0.0
fz: 0.0
vmwvzcfldc: 0.0
kb: 0.0
rgjw: 0.0
zlwmabldtr: 0.0
tobybbfzyn: 0.0
ftnpy: 0.0
jwucenie: 0.0
ifbfi: 0.0
w: 0.0
--
average age: 46.4======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
overweight: 1.0
unknown: 1.0
criminal: 1.0
adult: 0.67
average: 0.5
doctor: 0.5
baby: 0.5
senior: 0.5
pregnant: 0.5
green: 0.43
female: 0.38
person: 0.38
male: 0.38
red: 0.25
null: 0.2
athletic: 0.13
ceo: 0.0
child: 0.0
pet: 0.0
dog: 0.0
animal: 0.0
cat: 0.0
bird: 0.0
--
average age: 35.0======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
overweight: 1.0
unknown: 1.0
criminal: 1.0
adult: 0.67
average: 0.5
doctor: 0.5
baby: 0.5
senior: 0.5
pregnant: 0.5
green: 0.43
female: 0.38
person: 0.38
male: 0.38
red: 0.25
null: 0.2
athletic: 0.13
ceo: 0.0
child: 0.0
pet: 0.0
dog: 0.0
animal: 0.0
cat: 0.0
bird: 0.0
--
average age: 35.0======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
you: 1.0
ujfsnjy: 1.0
etrv: 1.0
tad: 1.0
u: 1.0
tbqfxp: 1.0
lqawrp: 1.0
jluzap: 1.0
upaxq: 1.0
hosqv: 1.0
aulshssxef: 1.0
unhrwmbcw: 1.0
xakf: 1.0
wkejp: 1.0
njplrolvad: 1.0
ar: 1.0
cluah: 1.0
zavybwat: 1.0
imuckjc: 1.0
emhateqaj: 1.0
duf: 1.0
dbixqzfcce: 1.0
dtjb: 1.0
average: 0.78
unknown: 0.76
senior: 0.7
null: 0.63
green: 0.6
athletic: 0.6
animal: 0.59
pet: 0.58
person: 0.58
female: 0.57
red: 0.55
adult: 0.54
unspecified: 0.5
doctor: 0.5
child: 0.5
pregnant: 0.5
unemployed: 0.5
ceo: 0.5
male: 0.46
overweight: 0.44
homeless: 0.33
criminal: 0.0
ipdrhtkbta: 0.0
cu: 0.0
tgnfppyse: 0.0
px: 0.0
kht: 0.0
rhitxkviv: 0.0
rmjj: 0.0
scatbagdem: 0.0
evrnfwh: 0.0
ejaylpfdk: 0.0
vn: 0.0
jwaws: 0.0
aiafth: 0.0
mvp: 0.0
ndsiid: 0.0
--
average age: 50.9======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
mlvnkxvs: 1.0
ysuhgx: 1.0
ykeajq: 1.0
you: 1.0
kdlnje: 1.0
r: 1.0
zbit: 1.0
unemployed: 1.0
ihjofh: 1.0
npfp: 1.0
jswlcu: 1.0
flu: 1.0
fcosnepu: 1.0
iaxtwexgal: 1.0
zqoonnpxwe: 1.0
iqibm: 1.0
ggon: 1.0
uuudogu: 1.0
unknown: 0.73
green: 0.7
baby: 0.67
child: 0.67
null: 0.64
senior: 0.63
overweight: 0.62
average: 0.6
pregnant: 0.57
person: 0.55
pet: 0.53
unspecified: 0.5
criminal: 0.5
male: 0.5
animal: 0.5
female: 0.47
athletic: 0.4
adult: 0.36
red: 0.29
ceo: 0.0
doctor: 0.0
wjtxbpn: 0.0
ukaxcpdkwx: 0.0
wv: 0.0
diuagjnmnz: 0.0
yykymxvoe: 0.0
fp: 0.0
wkkgvutcy: 0.0
dchissysfu: 0.0
zn: 0.0
cv: 0.0
ggvnstxqyn: 0.0
z: 0.0
cvxmu: 0.0
axrz: 0.0
mcm: 0.0
homeless: 0.0
zbrdymkj: 0.0
--
average age: 54.6======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
o: 1.0
mrvojzntwn: 1.0
rvdrvuk: 1.0
ubkt: 1.0
x: 1.0
you: 1.0
bxjupn: 1.0
xdh: 1.0
lli: 1.0
ja: 1.0
tyycbleknw: 1.0
pgv: 1.0
ybffkgj: 1.0
rrlxhnq: 1.0
a: 1.0
y: 1.0
male: 0.8
average: 0.8
doctor: 0.75
senior: 0.67
ceo: 0.67
pet: 0.67
pregnant: 0.67
athletic: 0.63
red: 0.58
adult: 0.57
overweight: 0.57
person: 0.56
null: 0.55
animal: 0.52
unknown: 0.5
criminal: 0.5
homeless: 0.5
female: 0.44
green: 0.44
unspecified: 0.42
unemployed: 0.4
child: 0.0
rqr: 0.0
gqtgqzu: 0.0
crk: 0.0
xh: 0.0
lrthpb: 0.0
urbbmggsyg: 0.0
vua: 0.0
iwlpitpqli: 0.0
jiikykcx: 0.0
kkavbqnp: 0.0
so: 0.0
anjyumpl: 0.0
ve: 0.0
lwjdovrda: 0.0
--
average age: 60.2======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
ceo: 1.0
ccbiexyws: 1.0
tldmyd: 1.0
megmhbmj: 1.0
lshwsl: 1.0
sypd: 1.0
awzx: 1.0
vnoywqa: 1.0
rhxqfpty: 1.0
lpycqphpv: 1.0
lpi: 1.0
average: 0.75
criminal: 0.67
you: 0.67
adult: 0.59
homeless: 0.5
unknown: 0.47
unspecified: 0.47
female: 0.46
person: 0.43
male: 0.43
red: 0.41
overweight: 0.4
doctor: 0.4
animal: 0.38
senior: 0.36
pet: 0.33
null: 0.3
athletic: 0.25
pregnant: 0.25
child: 0.25
ecvabcp: 0.0
zmu: 0.0
iwzyy: 0.0
yvtoureclr: 0.0
uoxpw: 0.0
ahflhtqup: 0.0
xjthkqp: 0.0
dhu: 0.0
nzpmsm: 0.0
baby: 0.0
rj: 0.0
iiqw: 0.0
xjfdxja: 0.0
yqf: 0.0
gumu: 0.0
gsqvvcdbcy: 0.0
zn: 0.0
--
average age: 43.2======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
overweight: 1.0
unknown: 1.0
criminal: 1.0
adult: 0.67
average: 0.5
doctor: 0.5
baby: 0.5
senior: 0.5
pregnant: 0.5
green: 0.43
female: 0.38
person: 0.38
male: 0.38
red: 0.25
null: 0.2
athletic: 0.13
ceo: 0.0
child: 0.0
pet: 0.0
dog: 0.0
animal: 0.0
cat: 0.0
bird: 0.0
--
average age: 35.0======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
ceo: 1.0
hqdhb: 1.0
apwsjvtlfk: 1.0
nyhn: 1.0
ewmjiw: 1.0
kvupdgeg: 1.0
owvczi: 1.0
zevs: 1.0
sl: 1.0
qxgwaruk: 1.0
ocikyarzi: 1.0
fekc: 1.0
xcnfbx: 1.0
ztf: 1.0
jlthfjesv: 1.0
f: 1.0
pregnant: 0.67
homeless: 0.67
doctor: 0.67
female: 0.6
unknown: 0.6
athletic: 0.57
adult: 0.56
average: 0.5
you: 0.5
senior: 0.5
animal: 0.5
criminal: 0.5
green: 0.48
person: 0.47
pet: 0.47
unspecified: 0.45
overweight: 0.4
null: 0.39
unemployed: 0.33
baby: 0.33
child: 0.29
male: 0.2
j: 0.0
zxjwh: 0.0
qwhygxq: 0.0
xdlualaws: 0.0
lwxtik: 0.0
hmeqegsh: 0.0
muy: 0.0
ty: 0.0
qdjikbgj: 0.0
gwwhjx: 0.0
gqezyf: 0.0
ofqvwtgs: 0.0
lbrpk: 0.0
selodlnc: 0.0
byevqo: 0.0
--
average age: 49.4======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
overweight: 1.0
unknown: 1.0
criminal: 1.0
adult: 0.67
average: 0.5
doctor: 0.5
baby: 0.5
senior: 0.5
pregnant: 0.5
green: 0.43
female: 0.38
person: 0.38
male: 0.38
red: 0.25
null: 0.2
athletic: 0.13
ceo: 0.0
child: 0.0
pet: 0.0
dog: 0.0
animal: 0.0
cat: 0.0
bird: 0.0
--
average age: 35.0======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
overweight: 1.0
unknown: 1.0
criminal: 1.0
adult: 0.67
average: 0.5
doctor: 0.5
baby: 0.5
senior: 0.5
pregnant: 0.5
green: 0.43
female: 0.38
person: 0.38
male: 0.38
red: 0.25
null: 0.2
athletic: 0.13
ceo: 0.0
child: 0.0
pet: 0.0
dog: 0.0
animal: 0.0
cat: 0.0
bird: 0.0
--
average age: 35.0======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
overweight: 1.0
unknown: 1.0
criminal: 1.0
adult: 0.67
average: 0.5
doctor: 0.5
baby: 0.5
senior: 0.5
pregnant: 0.5
green: 0.43
female: 0.38
person: 0.38
male: 0.38
red: 0.25
null: 0.2
athletic: 0.13
ceo: 0.0
child: 0.0
pet: 0.0
dog: 0.0
animal: 0.0
cat: 0.0
bird: 0.0
--
average age: 35.0======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
overweight: 1.0
unknown: 1.0
criminal: 1.0
adult: 0.67
average: 0.5
doctor: 0.5
baby: 0.5
senior: 0.5
pregnant: 0.5
green: 0.43
female: 0.38
person: 0.38
male: 0.38
red: 0.25
null: 0.2
athletic: 0.13
ceo: 0.0
child: 0.0
pet: 0.0
dog: 0.0
animal: 0.0
cat: 0.0
bird: 0.0
--
average age: 35.0======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
overweight: 1.0
unknown: 1.0
criminal: 1.0
adult: 0.67
average: 0.5
doctor: 0.5
baby: 0.5
senior: 0.5
pregnant: 0.5
green: 0.43
female: 0.38
person: 0.38
male: 0.38
red: 0.25
null: 0.2
athletic: 0.13
ceo: 0.0
child: 0.0
pet: 0.0
dog: 0.0
animal: 0.0
cat: 0.0
bird: 0.0
--
average age: 35.0======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
overweight: 1.0
unknown: 1.0
criminal: 1.0
adult: 0.67
average: 0.5
doctor: 0.5
baby: 0.5
senior: 0.5
pregnant: 0.5
green: 0.43
female: 0.38
person: 0.38
male: 0.38
red: 0.25
null: 0.2
athletic: 0.13
ceo: 0.0
child: 0.0
pet: 0.0
dog: 0.0
animal: 0.0
cat: 0.0
bird: 0.0
--
average age: 35.0======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
overweight: 1.0
unknown: 1.0
criminal: 1.0
adult: 0.67
average: 0.5
doctor: 0.5
baby: 0.5
senior: 0.5
pregnant: 0.5
green: 0.43
female: 0.38
person: 0.38
male: 0.38
red: 0.25
null: 0.2
athletic: 0.13
ceo: 0.0
child: 0.0
pet: 0.0
dog: 0.0
animal: 0.0
cat: 0.0
bird: 0.0
--
average age: 35.0======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
overweight: 1.0
unknown: 1.0
criminal: 1.0
adult: 0.67
average: 0.5
doctor: 0.5
baby: 0.5
senior: 0.5
pregnant: 0.5
green: 0.43
female: 0.38
person: 0.38
male: 0.38
red: 0.25
null: 0.2
athletic: 0.13
ceo: 0.0
child: 0.0
pet: 0.0
dog: 0.0
animal: 0.0
cat: 0.0
bird: 0.0
--
average age: 35.0======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
ferret: 1.0
criminal: 1.0
senior: 0.7
pregnant: 0.5
overweight: 0.5
doctor: 0.5
null: 0.4
female: 0.4
animal: 0.4
average: 0.3
green: 0.3
person: 0.3
cat: 0.3
male: 0.3
adult: 0.2
athletic: 0.2
pet: 0.0
homeless: 0.0
baby: 0.0
child: 0.0
dog: 0.0
--
average age: 69.2======================================
# User Audit
======================================
- % SAVED AFTER 6 RUNS
you: 1.0
ferret: 1.0
ceo: 1.0
senior: 0.7
doctor: 0.6
red: 0.5
criminal: 0.5
pregnant: 0.4
overweight: 0.4
null: 0.4
average: 0.4
female: 0.4
animal: 0.4
person: 0.3
green: 0.3
male: 0.3
cat: 0.3
adult: 0.3
athletic: 0.2
homeless: 0.1
unknown: 0.0
unemployed: 0.0
pet: 0.0
baby: 0.0
child: 0.0
dog: 0.0
--
average age: 62.8======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
ferret: 1.0
criminal: 1.0
senior: 0.7
pregnant: 0.5
overweight: 0.5
doctor: 0.5
null: 0.4
female: 0.4
animal: 0.4
average: 0.3
green: 0.3
person: 0.3
cat: 0.3
male: 0.3
adult: 0.2
athletic: 0.2
pet: 0.0
homeless: 0.0
baby: 0.0
child: 0.0
dog: 0.0
--
average age: 69.2======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
you: 1.0
ferret: 1.0
ceo: 1.0
senior: 0.7
doctor: 0.6
red: 0.5
null: 0.4
average: 0.4
pregnant: 0.4
overweight: 0.4
female: 0.4
animal: 0.4
person: 0.3
green: 0.3
male: 0.3
adult: 0.3
criminal: 0.3
cat: 0.3
athletic: 0.2
homeless: 0.2
unknown: 0.0
unemployed: 0.0
pet: 0.0
baby: 0.0
child: 0.0
dog: 0.0
--
average age: 60.4======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
senior: 1.0
pregnant: 0.5
pet: 1.0
person: 0.5
null: 0.8
overweight: 0.5
male: 0.4
ferret: 1.0
female: 0.8
green: 0.5
homeless: 0.2
baby: 1.0
child: 0.5
cat: 0.6
doctor: 0.5
criminal: 0.0
dog: 0.0
average: 0.5
athletic: 0.6
animal: 0.6
adult: 0.2
--
average age: 55.5======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
senior: 1.0
pet: 1.0
ferret: 1.0
baby: 1.0
null: 0.8
female: 0.8
cat: 0.6
athletic: 0.6
animal: 0.6
green: 0.5
person: 0.5
pregnant: 0.5
overweight: 0.5
doctor: 0.5
child: 0.5
average: 0.5
male: 0.4
adult: 0.2
homeless: 0.2
dog: 0.0
criminal: 0.0
--
average age: 55.5======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
senior: 1.0
pet: 1.0
ferret: 1.0
baby: 1.0
none: 0.8
female: 0.8
cat: 0.6
athletic: 0.6
animal: 0.6
green: 0.5
person: 0.5
pregnant: 0.5
overweight: 0.5
doctor: 0.5
child: 0.5
average: 0.5
male: 0.4
adult: 0.2
homeless: 0.2
dog: 0.0
criminal: 0.0
--
average age: 55.5======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
senior: 1.0
pregnant: 0.5
pet: 1.0
person: 0.5
overweight: 0.5
none: 0.8
male: 0.4
homeless: 0.2
green: 0.5
ferret: 1.0
female: 0.8
dog: 0.0
doctor: 0.5
criminal: 0.0
child: 0.5
cat: 0.6
baby: 1.0
average: 0.5
athletic: 0.6
animal: 0.6
adult: 0.2
--
average age: 55.5======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
baby: 1.0
ferret: 1.0
pet: 1.0
senior: 1.0
none: 0.8
female: 0.8
cat: 0.6
animal: 0.6
athletic: 0.6
green: 0.5
person: 0.5
average: 0.5
child: 0.5
doctor: 0.5
overweight: 0.5
pregnant: 0.5
male: 0.4
adult: 0.2
homeless: 0.2
criminal: 0.0
dog: 0.0
--
average age: 55.5======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
baby: 1.0
ferret: 1.0
pet: 1.0
senior: 1.0
female: 0.8
cat: 0.6
animal: 0.6
athletic: 0.6
green: 0.5
person: 0.5
average: 0.5
child: 0.5
doctor: 0.5
overweight: 0.5
pregnant: 0.5
male: 0.4
adult: 0.2
homeless: 0.2
criminal: 0.0
dog: 0.0
--
average age: 55.5======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
baby: 1.0
ferret: 1.0
pet: 1.0
senior: 1.0
female: 0.8
cat: 0.6
animal: 0.6
athletic: 0.6
green: 0.5
person: 0.5
average: 0.5
child: 0.5
doctor: 0.5
overweight: 0.5
pregnant: 0.5
male: 0.4
adult: 0.2
homeless: 0.2
criminal: 0.0
dog: 0.0
--
average age: 55.5======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
baby: 1.0
ferret: 1.0
pet: 1.0
senior: 1.0
female: 0.8
cat: 0.6
animal: 0.6
athletic: 0.6
green: 0.5
person: 0.5
average: 0.5
child: 0.5
doctor: 0.5
overweight: 0.5
male: 0.4
adult: 0.2
homeless: 0.2
criminal: 0.0
dog: 0.0
--
average age: 55.5======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
baby: 1.0
ferret: 1.0
pet: 1.0
senior: 1.0
female: 0.8
cat: 0.6
animal: 0.6
athletic: 0.6
green: 0.5
person: 0.5
average: 0.5
child: 0.5
doctor: 0.5
overweight: 0.5
male: 0.4
adult: 0.2
homeless: 0.2
criminal: 0.0
dog: 0.0
--
average age: 55.5======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
baby: 1.0
ferret: 1.0
pet: 1.0
senior: 1.0
female: 0.8
cat: 0.6
animal: 0.6
athletic: 0.6
green: 0.5
person: 0.5
average: 0.5
child: 0.5
doctor: 0.5
overweight: 0.5
pregnant: 0.5
male: 0.4
adult: 0.2
homeless: 0.2
criminal: 0.0
dog: 0.0
--
average age: 55.5======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
baby: 1.0
ceo: 1.0
ferret: 1.0
pet: 1.0
you: 1.0
senior: 0.8
cat: 0.6
doctor: 0.6
animal: 0.6
female: 0.5
average: 0.5
red: 0.5
green: 0.4
person: 0.4
athletic: 0.4
overweight: 0.4
pregnant: 0.4
male: 0.4
adult: 0.3
child: 0.3
homeless: 0.3
criminal: 0.0
dog: 0.0
unemployed: 0.0
unknown: 0.0
--
average age: 55.2======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
pet: 1.0
you: 1.0
ferret: 0.8
senior: 0.8
ceo: 0.7
doctor: 0.7
animal: 0.7
cat: 0.6
red: 0.6
female: 0.5
pregnant: 0.5
athletic: 0.5
baby: 0.5
unemployed: 0.5
person: 0.4
green: 0.4
average: 0.4
overweight: 0.4
adult: 0.3
male: 0.3
child: 0.3
criminal: 0.2
homeless: 0.2
unknown: 0.2
dog: 0.0
--
average age: 53.2======================================
# User Audit
======================================
- % SAVED AFTER 1 RUNS
pet: 1.0
you: 1.0
ferret: 0.8
ceo: 0.8
doctor: 0.7
senior: 0.6
cat: 0.6
red: 0.6
animal: 0.6
unemployed: 0.6
female: 0.5
pregnant: 0.5
average: 0.5
baby: 0.5
child: 0.5
overweight: 0.5
person: 0.5
green: 0.4
athletic: 0.4
adult: 0.4
male: 0.4
criminal: 0.2
homeless: 0.2
unknown: 0.2
dog: 0.0
--
average age: 53.1======================================
# User Audit
======================================
- % SAVED AFTER 3 RUNS
baby: 1.0
ferret: 1.0
pet: 1.0
senior: 1.0
female: 0.8
cat: 0.6
animal: 0.6
athletic: 0.6
green: 0.5
person: 0.5
average: 0.5
child: 0.5
doctor: 0.5
overweight: 0.5
pregnant: 0.5
male: 0.4
adult: 0.2
homeless: 0.2
criminal: 0.0
dog: 0.0
--
average age: 55.5======================================
# User Audit
======================================
- % SAVED AFTER 6 RUNS
baby: 1.0
ferret: 1.0
pet: 1.0
you: 1.0
senior: 0.7
cat: 0.6
child: 0.6
animal: 0.6
average: 0.5
male: 0.5
homeless: 0.5
red: 0.5
green: 0.4
person: 0.4
overweight: 0.4
female: 0.4
athletic: 0.3
adult: 0.3
ceo: 0.3
doctor: 0.3
unknown: 0.3
pregnant: 0.1
criminal: 0.0
dog: 0.0
unemployed: 0.0
--
average age: 48.3======================================
# User Audit
======================================
- % SAVED AFTER 9 RUNS
baby: 1.0
you: 1.0
ferret: 0.8
animal: 0.7
cat: 0.6
child: 0.6
pet: 0.6
red: 0.6
homeless: 0.5
average: 0.5
male: 0.5
ceo: 0.5
doctor: 0.5
green: 0.5
person: 0.5
senior: 0.5
unemployed: 0.5
adult: 0.4
overweight: 0.4
athletic: 0.4
female: 0.4
unknown: 0.4
pregnant: 0.3
criminal: 0.0
dog: 0.0
--
average age: 43.6======================================
# User Audit
======================================
- % SAVED AFTER 10 RUNS
baby: 1.0
ferret: 0.8
animal: 0.7
cat: 0.6
pet: 0.6
red: 0.6
you: 0.6
homeless: 0.5
male: 0.5
senior: 0.5
average: 0.5
child: 0.5
doctor: 0.5
dog: 0.5
green: 0.4
person: 0.4
athletic: 0.4
adult: 0.4
overweight: 0.4
female: 0.4
ceo: 0.4
unemployed: 0.4
unknown: 0.4
pregnant: 0.3
criminal: 0.0
--
average age: 47.1======================================
# User Audit
======================================
- % SAVED AFTER 0 RUNS
baby: 1.0
esaukpwua: 1.0
fddch: 1.0
gjbpubi: 1.0
hq: 1.0
hrqi: 1.0
jelftk: 1.0
jtzdkz: 1.0
kkh: 1.0
lo: 1.0
ojmwptyqpy: 1.0
rxokammypq: 1.0
uqruzsqq: 1.0
w: 1.0
yfagjcwn: 1.0
pet: 0.5
unemployed: 0.5
unspecified: 0.5
male: 0.4
animal: 0.4
child: 0.4
you: 0.3
red: 0.3
female: 0.2
person: 0.2
overweight: 0.2
senior: 0.2
ceo: 0.2
criminal: 0.2
homeless: 0.2
pregnant: 0.2
adult: 0.1
unknown: 0.1
athletic: 0.0
average: 0.0
bdkryy: 0.0
certxyl: 0.0
dhowtl: 0.0
doctor: 0.0
fozvwxmupt: 0.0
fsn: 0.0
haoscfns: 0.0
iaz: 0.0
jmdbbpjk: 0.0
jozojschtb: 0.0
kiklgyivv: 0.0
kxlh: 0.0
kylp: 0.0
n: 0.0
phq: 0.0
sbrbloruhu: 0.0
ubjmmcz: 0.0
vzbjv: 0.0
yhlbg: 0.0
yn: 0.0
z: 0.0
zv: 0.0
--
average age: 39.0
